technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component
T1069,False,Permission Groups Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",application log,application log content
T1068,False,Exploitation for Privilege Escalation,['privilege-escalation'],"['Linux', 'macOS', 'Windows', 'Containers']",driver,driver load
T1064,False,Scripting,"['defense-evasion', 'execution']","['Linux', 'macOS', 'Windows']",nan,nan
T1062,False,Hypervisor,['persistence'],['Windows'],nan,nan
T1061,False,Graphical User Interface,['execution'],"['Linux', 'macOS', 'Windows']",nan,nan
T1059,False,Command and Scripting Interpreter,['execution'],"['Linux', 'macOS', 'Windows', 'Network']",command,command execution
T1059,False,Command and Scripting Interpreter,['execution'],"['Linux', 'macOS', 'Windows', 'Network']",process,process creation
T1059,False,Command and Scripting Interpreter,['execution'],"['Linux', 'macOS', 'Windows', 'Network']",module,module load
T1059,False,Command and Scripting Interpreter,['execution'],"['Linux', 'macOS', 'Windows', 'Network']",script,script execution
T1057,False,Process Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",process,process creation
T1057,False,Process Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",command,command execution
T1057,False,Process Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",process,os api execution
T1056,False,Input Capture,"['collection', 'credential-access']","['Linux', 'macOS', 'Windows', 'Network']",windows registry,windows registry key modification
T1056,False,Input Capture,"['collection', 'credential-access']","['Linux', 'macOS', 'Windows', 'Network']",driver,driver load
T1056,False,Input Capture,"['collection', 'credential-access']","['Linux', 'macOS', 'Windows', 'Network']",process,os api execution
T1056,False,Input Capture,"['collection', 'credential-access']","['Linux', 'macOS', 'Windows', 'Network']",process,process creation
T1056,False,Input Capture,"['collection', 'credential-access']","['Linux', 'macOS', 'Windows', 'Network']",file,file modification
T1056,False,Input Capture,"['collection', 'credential-access']","['Linux', 'macOS', 'Windows', 'Network']",process,process metadata
T1055,False,Process Injection,"['defense-evasion', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",module,module load
T1055,False,Process Injection,"['defense-evasion', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",process,os api execution
T1055,False,Process Injection,"['defense-evasion', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",process,process access
T1055,False,Process Injection,"['defense-evasion', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",file,file modification
T1055,False,Process Injection,"['defense-evasion', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",file,file metadata
T1053,False,Scheduled Task/Job,"['execution', 'persistence', 'privilege-escalation']","['Windows', 'Linux', 'macOS', 'Containers']",file,file creation
T1053,False,Scheduled Task/Job,"['execution', 'persistence', 'privilege-escalation']","['Windows', 'Linux', 'macOS', 'Containers']",container,container creation
T1053,False,Scheduled Task/Job,"['execution', 'persistence', 'privilege-escalation']","['Windows', 'Linux', 'macOS', 'Containers']",scheduled job,scheduled job creation
T1053,False,Scheduled Task/Job,"['execution', 'persistence', 'privilege-escalation']","['Windows', 'Linux', 'macOS', 'Containers']",command,command execution
T1053,False,Scheduled Task/Job,"['execution', 'persistence', 'privilege-escalation']","['Windows', 'Linux', 'macOS', 'Containers']",file,file modification
T1053,False,Scheduled Task/Job,"['execution', 'persistence', 'privilege-escalation']","['Windows', 'Linux', 'macOS', 'Containers']",process,process creation
T1052,False,Exfiltration Over Physical Medium,['exfiltration'],"['Linux', 'macOS', 'Windows']",process,process creation
T1052,False,Exfiltration Over Physical Medium,['exfiltration'],"['Linux', 'macOS', 'Windows']",file,file access
T1052,False,Exfiltration Over Physical Medium,['exfiltration'],"['Linux', 'macOS', 'Windows']",drive,drive creation
T1052,False,Exfiltration Over Physical Medium,['exfiltration'],"['Linux', 'macOS', 'Windows']",command,command execution
T1051,False,Shared Webroot,['lateral-movement'],['Windows'],nan,nan
T1049,False,System Network Connections Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",process,process creation
T1049,False,System Network Connections Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",command,command execution
T1049,False,System Network Connections Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",process,os api execution
T1048,False,Exfiltration Over Alternative Protocol,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1048,False,Exfiltration Over Alternative Protocol,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1048,False,Exfiltration Over Alternative Protocol,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1048,False,Exfiltration Over Alternative Protocol,['exfiltration'],"['Linux', 'macOS', 'Windows']",file,file access
T1048,False,Exfiltration Over Alternative Protocol,['exfiltration'],"['Linux', 'macOS', 'Windows']",command,command execution
T1047,False,Windows Management Instrumentation,['execution'],['Windows'],command,command execution
T1047,False,Windows Management Instrumentation,['execution'],['Windows'],process,process creation
T1047,False,Windows Management Instrumentation,['execution'],['Windows'],network traffic,network connection creation
T1046,False,Network Service Scanning,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",command,command execution
T1046,False,Network Service Scanning,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",cloud service,cloud service enumeration
T1046,False,Network Service Scanning,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",network traffic,network traffic flow
T1043,False,Commonly Used Port,['command-and-control'],"['Linux', 'macOS', 'Windows']",nan,nan
T1041,False,Exfiltration Over C2 Channel,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1041,False,Exfiltration Over C2 Channel,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1041,False,Exfiltration Over C2 Channel,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1041,False,Exfiltration Over C2 Channel,['exfiltration'],"['Linux', 'macOS', 'Windows']",file,file access
T1041,False,Exfiltration Over C2 Channel,['exfiltration'],"['Linux', 'macOS', 'Windows']",command,command execution
T1040,False,Network Sniffing,"['credential-access', 'discovery']","['Linux', 'macOS', 'Windows', 'Network']",process,process creation
T1040,False,Network Sniffing,"['credential-access', 'discovery']","['Linux', 'macOS', 'Windows', 'Network']",command,command execution
T1039,False,Data from Network Shared Drive,['collection'],"['Linux', 'macOS', 'Windows']",file,file access
T1039,False,Data from Network Shared Drive,['collection'],"['Linux', 'macOS', 'Windows']",network share,network share access
T1039,False,Data from Network Shared Drive,['collection'],"['Linux', 'macOS', 'Windows']",command,command execution
T1037,False,Boot or Logon Initialization Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Windows', 'Linux']",windows registry,windows registry key creation
T1037,False,Boot or Logon Initialization Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Windows', 'Linux']",process,process creation
T1037,False,Boot or Logon Initialization Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Windows', 'Linux']",command,command execution
T1037,False,Boot or Logon Initialization Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Windows', 'Linux']",active directory,active directory object modification
T1037,False,Boot or Logon Initialization Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Windows', 'Linux']",file,file creation
T1037,False,Boot or Logon Initialization Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Windows', 'Linux']",file,file modification
T1036,False,Masquerading,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",image,image metadata
T1036,False,Masquerading,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",command,command execution
T1036,False,Masquerading,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",service,service metadata
T1036,False,Masquerading,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",service,service creation
T1036,False,Masquerading,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",scheduled job,scheduled job metadata
T1036,False,Masquerading,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",scheduled job,scheduled job modification
T1036,False,Masquerading,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",file,file metadata
T1036,False,Masquerading,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",process,process metadata
T1036,False,Masquerading,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",file,file modification
T1034,False,Path Interception,"['persistence', 'privilege-escalation']",['Windows'],nan,nan
T1033,False,System Owner/User Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",process,process creation
T1033,False,System Owner/User Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",command,command execution
T1030,False,Data Transfer Size Limits,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1030,False,Data Transfer Size Limits,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1029,False,Scheduled Transfer,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1029,False,Scheduled Transfer,['exfiltration'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1027,False,Obfuscated Files or Information,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file content
T1027,False,Obfuscated Files or Information,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file metadata
T1027,False,Obfuscated Files or Information,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file creation
T1027,False,Obfuscated Files or Information,['defense-evasion'],"['Linux', 'macOS', 'Windows']",process,process creation
T1027,False,Obfuscated Files or Information,['defense-evasion'],"['Linux', 'macOS', 'Windows']",command,command execution
T1027,False,Obfuscated Files or Information,['defense-evasion'],"['Linux', 'macOS', 'Windows']",command,command execution
T1026,False,Multiband Communication,['command-and-control'],"['Linux', 'macOS', 'Windows']",nan,nan
T1025,False,Data from Removable Media,['collection'],"['Linux', 'macOS', 'Windows']",file,file access
T1025,False,Data from Removable Media,['collection'],"['Linux', 'macOS', 'Windows']",command,command execution
T1021,False,Remote Services,['lateral-movement'],"['Linux', 'macOS', 'Windows']",process,process creation
T1021,False,Remote Services,['lateral-movement'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1021,False,Remote Services,['lateral-movement'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1021,False,Remote Services,['lateral-movement'],"['Linux', 'macOS', 'Windows']",logon session,logon session creation
T1021,False,Remote Services,['lateral-movement'],"['Linux', 'macOS', 'Windows']",command,command execution
T1021,False,Remote Services,['lateral-movement'],"['Linux', 'macOS', 'Windows']",network share,network share access
T1021,False,Remote Services,['lateral-movement'],"['Linux', 'macOS', 'Windows']",module,module load
T1020,False,Automated Exfiltration,['exfiltration'],"['Linux', 'macOS', 'Windows', 'Network']",command,command execution
T1020,False,Automated Exfiltration,['exfiltration'],"['Linux', 'macOS', 'Windows', 'Network']",script,script execution
T1020,False,Automated Exfiltration,['exfiltration'],"['Linux', 'macOS', 'Windows', 'Network']",network traffic,network connection creation
T1020,False,Automated Exfiltration,['exfiltration'],"['Linux', 'macOS', 'Windows', 'Network']",network traffic,network traffic flow
T1020,False,Automated Exfiltration,['exfiltration'],"['Linux', 'macOS', 'Windows', 'Network']",network traffic,network traffic content
T1020,False,Automated Exfiltration,['exfiltration'],"['Linux', 'macOS', 'Windows', 'Network']",file,file access
